primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,author,license,rating,time,url,filename,length,kfold
gadwal,[],['call'],35.0287,135.6806,Mareca strepera,Gadwall,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,10:00,https://www.xeno-canto.org/215121,gadwal/XC215121.ogg,329472,3
gadwal,[],"['call', 'flight call']",43.3484,-1.7943,Mareca strepera,Gadwall,Bernard BOUSQUET,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,11:00,https://www.xeno-canto.org/234813,gadwal/XC234813.ogg,1879144,4
gadwal,[],['song'],58.3001,13.5334,Mareca strepera,Gadwall,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,?,https://www.xeno-canto.org/26959,gadwal/XC26959.ogg,2296268,4
gadwal,[],['song'],58.3001,13.5334,Mareca strepera,Gadwall,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,?,https://www.xeno-canto.org/26960,gadwal/XC26960.ogg,1963572,2
gadwal,"['cangoo', 'wesmea']","['call', 'female', 'male']",48.4183,-107.6657,Mareca strepera,Gadwall,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,06:19,https://www.xeno-canto.org/284781,gadwal/XC284781.ogg,4124160,4
gadwal,['wesmea'],"['female', 'flight call', 'male']",48.4183,-107.6657,Mareca strepera,Gadwall,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,06:22,https://www.xeno-canto.org/284792,gadwal/XC284792.ogg,294144,4
gadwal,['eurwig'],['flight call'],51.94,5.9038,Mareca strepera,Gadwall,Joost van Bruggen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,06:30,https://www.xeno-canto.org/287946,gadwal/XC287946.ogg,296448,4
gadwal,[],['call'],34.6336,136.55,Mareca strepera,Gadwall,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1.0,12:00,https://www.xeno-canto.org/294370,gadwal/XC294370.ogg,69120,4
gadwal,[],['call'],35.0307,-120.6205,Mareca strepera,Gadwall,Ross Gallardy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,09:30,https://www.xeno-canto.org/297470,gadwal/XC297470.ogg,768209,4
gadwal,[],"['call', 'male']",44.1556,-100.3498,Mareca strepera,Gadwall,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,07:36,https://www.xeno-canto.org/299272,gadwal/XC299272.ogg,449280,0
gadwal,[],['call'],52.6667,-0.6667,Mareca strepera,Gadwall,David Darrell-Lambert,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,10:30,https://www.xeno-canto.org/310766,gadwal/XC310766.ogg,353280,3
gadwal,[],"['call', 'male']",37.025,-8.0137,Mareca strepera,Gadwall,Jerome Fischer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,10:00,https://www.xeno-canto.org/313573,gadwal/XC313573.ogg,140434,2
gadwal,[],"['alarm call', 'female']",49.9188,-6.2853,Mareca strepera,Gadwall,Ashley Fisher,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,11:53,https://www.xeno-canto.org/319009,gadwal/XC319009.ogg,1307376,0
gadwal,[],"['call', 'male']",40.6666,-106.3339,Mareca strepera,Gadwall,Nick Komar,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,16:30,https://www.xeno-canto.org/323409,gadwal/XC323409.ogg,256627,3
gadwal,[],"['alarm call', 'female']",49.9188,-6.2853,Mareca strepera,Gadwall,Ashley Fisher,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,19:57,https://www.xeno-canto.org/323618,gadwal/XC323618.ogg,2188800,2
gadwal,[],"['alarm call', 'female']",49.9188,-6.2853,Mareca strepera,Gadwall,Ashley Fisher,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,19:58,https://www.xeno-canto.org/323621,gadwal/XC323621.ogg,1083648,3
gadwal,[],['male'],39.1396,-3.6988,Mareca strepera,Gadwall,María José Sánchez Alcaraz,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,10:00,https://www.xeno-canto.org/328189,gadwal/XC328189.ogg,1384704,0
gadwal,['cangoo'],['call'],42.9627,-76.7409,Mareca strepera,Gadwall,Aidan Place,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,09:00,https://www.xeno-canto.org/336824,gadwal/XC336824.ogg,146286,1
gadwal,[],['call'],58.7642,23.4461,Mareca strepera,Gadwall,Tero Linjama,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,07:00,https://www.xeno-canto.org/340591,gadwal/XC340591.ogg,267494,1
gadwal,[],['flight call'],58.7642,23.4461,Mareca strepera,Gadwall,Tero Linjama,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,07:00,https://www.xeno-canto.org/340592,gadwal/XC340592.ogg,291736,2
gadwal,[],"['Burps', 'High Whistle and Quack (female)']",47.9992,-122.1679,Mareca strepera,Gadwall,Bruce Lagerquist,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,02:00,https://www.xeno-canto.org/356902,gadwal/XC356902.ogg,1879980,0
gadwal,[],['flight call'],46.8988,6.899,Mareca strepera,Gadwall,Jerome Fischer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,13:30,https://www.xeno-canto.org/356958,gadwal/XC356958.ogg,93696,4
gadwal,['snogoo'],['call'],37.1779,-120.6158,Mareca strepera,Gadwall,Thomas G. Graves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,16:19,https://www.xeno-canto.org/357526,gadwal/XC357526.ogg,2479104,4
gadwal,[],"['call', 'male', 'song']",52.6372,13.4587,Mareca strepera,Gadwall,Lars Lachmann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,8:50,https://www.xeno-canto.org/359036,gadwal/XC359036.ogg,266658,3
gadwal,[],['song'],52.4126,4.5702,Mareca strepera,Gadwall,brickegickel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,08:00,https://www.xeno-canto.org/364458,gadwal/XC364458.ogg,1392640,0
gadwal,[],"['call', 'female', 'male']",52.6058,1.4471,Mareca strepera,Gadwall,GABRIEL LEITE,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,07:30,https://www.xeno-canto.org/364912,gadwal/XC364912.ogg,175104,1
gadwal,[],['call'],26.5553,-98.068,Mareca strepera,Gadwall,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,15:00,https://www.xeno-canto.org/368412,gadwal/XC368412.ogg,1059109,4
gadwal,[],['call'],26.5553,-98.068,Mareca strepera,Gadwall,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,08:00,https://www.xeno-canto.org/368413,gadwal/XC368413.ogg,602697,3
gadwal,[],['call'],26.5553,-98.068,Mareca strepera,Gadwall,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,08:30,https://www.xeno-canto.org/368421,gadwal/XC368421.ogg,3358720,3
gadwal,[],"['call', 'male']",47.6747,-122.2536,Mareca strepera,Gadwall,Bruce Lagerquist,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,05:00,https://www.xeno-canto.org/369713,gadwal/XC369713.ogg,4901825,2
gadwal,[],"['flight call', 'whistle-calls']",51.94,5.9038,Mareca strepera,Gadwall,Joost van Bruggen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,00:16,https://www.xeno-canto.org/385138,gadwal/XC385138.ogg,756506,2
gadwal,[],['call'],58.0926,15.7728,Mareca strepera,Gadwall,Magnus Wadstein,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,10:30,https://www.xeno-canto.org/385576,gadwal/XC385576.ogg,1671808,0
gadwal,[],['call'],46.7179,-71.5345,Mareca strepera,Gadwall,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,07:33,https://www.xeno-canto.org/387764,gadwal/XC387764.ogg,1721156,2
gadwal,[],['flight call'],51.2292,5.255,Mareca strepera,Gadwall,Toon Jansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,02:00,https://www.xeno-canto.org/393837,gadwal/XC393837.ogg,54528,1
gadwal,[],"['call', 'female']",42.9037,13.9077,Mareca strepera,Gadwall,Dimitri,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,16:00,https://www.xeno-canto.org/396295,gadwal/XC396295.ogg,961280,4
gadwal,[],['call'],31.4263,-110.4553,Mareca strepera,Gadwall,Janine McCabe,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,15:00,https://www.xeno-canto.org/396297,gadwal/XC396297.ogg,293407,1
gadwal,[],['call'],34.6282,135.0714,Mareca strepera,Gadwall,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,10:00,https://www.xeno-canto.org/406803,gadwal/XC406803.ogg,329352,4
gadwal,[],['call'],34.6282,135.0714,Mareca strepera,Gadwall,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,09:55,https://www.xeno-canto.org/406804,gadwal/XC406804.ogg,137927,2
gadwal,[],"['alarm call', 'call', 'female', 'male']",49.2913,1.2387,Mareca strepera,Gadwall,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,08:00,https://www.xeno-canto.org/412758,gadwal/XC412758.ogg,1103412,4
gadwal,[],"['alarm call', 'call', 'female', 'male']",49.2913,1.2387,Mareca strepera,Gadwall,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,08:00,https://www.xeno-canto.org/412759,gadwal/XC412759.ogg,486504,2
gadwal,[],"['alarm call', 'call', 'female', 'male']",49.2913,1.2387,Mareca strepera,Gadwall,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,08:00,https://www.xeno-canto.org/412760,gadwal/XC412760.ogg,523285,2
gadwal,[],"['female', 'flight call', 'male']",49.2913,1.2387,Mareca strepera,Gadwall,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,08:00,https://www.xeno-canto.org/412761,gadwal/XC412761.ogg,420467,0
gadwal,[],"['female', 'flight call', 'male']",49.2913,1.2387,Mareca strepera,Gadwall,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,08:00,https://www.xeno-canto.org/412762,gadwal/XC412762.ogg,321829,1
gadwal,[],['call'],52.358,4.8686,Mareca strepera,Gadwall,nick talbot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,16:00,https://www.xeno-canto.org/417861,gadwal/XC417861.ogg,273345,0
gadwal,[],['flight call'],52.0612,5.371,Mareca strepera,Gadwall,Aat Schaftenaar,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,00:30,https://www.xeno-canto.org/424347,gadwal/XC424347.ogg,99840,3
gadwal,[],['flight call'],52.0612,5.371,Mareca strepera,Gadwall,Aat Schaftenaar,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,19:30,https://www.xeno-canto.org/424359,gadwal/XC424359.ogg,319488,4
gadwal,[],['call'],38.28,-7.4302,Mareca strepera,Gadwall,Paulo Alves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,06:00,https://www.xeno-canto.org/433000,gadwal/XC433000.ogg,357773,1
gadwal,['mallar3'],['call'],37.025,-8.0137,Mareca strepera,Gadwall,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,12:38,https://www.xeno-canto.org/433161,gadwal/XC433161.ogg,2522802,2
gadwal,[],['call'],53.2574,-1.0704,Mareca strepera,Gadwall,Carlos Abrahams,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,19:00,https://www.xeno-canto.org/433812,gadwal/XC433812.ogg,4965888,1
gadwal,[],['flight call'],52.0612,5.371,Mareca strepera,Gadwall,Aat Schaftenaar,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,21:30,https://www.xeno-canto.org/433981,gadwal/XC433981.ogg,93696,4
gadwal,[],['flight call'],51.94,5.9038,Mareca strepera,Gadwall,Joost van Bruggen,Creative Commons Attribution-ShareAlike 4.0,5.0,01:47,https://www.xeno-canto.org/436359,gadwal/XC436359.ogg,473088,0
gadwal,[],['call'],51.94,5.9038,Mareca strepera,Gadwall,Joost van Bruggen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,05:02,https://www.xeno-canto.org/441670,gadwal/XC441670.ogg,350976,1
gadwal,[],['call'],51.4765,-0.2355,Mareca strepera,Gadwall,nick talbot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,11:15,https://www.xeno-canto.org/441861,gadwal/XC441861.ogg,737280,3
gadwal,[],"['call', 'female', 'male']",58.4453,14.4484,Mareca strepera,Gadwall,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,13:04,https://www.xeno-canto.org/448649,gadwal/XC448649.ogg,809472,4
gadwal,[],"['call', 'female']",58.4453,14.4484,Mareca strepera,Gadwall,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,13:02,https://www.xeno-canto.org/448650,gadwal/XC448650.ogg,468480,4
gadwal,[],['flight call'],52.1593,5.3563,Mareca strepera,Gadwall,Johan Jordaans,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,02:45,https://www.xeno-canto.org/450658,gadwal/XC450658.ogg,387030,1
gadwal,['eurwig'],"['call', 'male']",52.6975,-0.5962,Mareca strepera,Gadwall,Andrew Harrop,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,10:45,https://www.xeno-canto.org/452685,gadwal/XC452685.ogg,1953792,3
gadwal,[],['flight call'],26.0737,-98.1442,Mareca strepera,Gadwall,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,07:52,https://www.xeno-canto.org/452705,gadwal/XC452705.ogg,660480,3
gadwal,[],"['call', 'male']",26.0737,-98.1442,Mareca strepera,Gadwall,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,15:35,https://www.xeno-canto.org/452706,gadwal/XC452706.ogg,476160,3
gadwal,[],"['call', 'female', 'male']",42.9037,13.9077,Mareca strepera,Gadwall,Dimitri,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,12:00,https://www.xeno-canto.org/456603,gadwal/XC456603.ogg,740608,3
gadwal,[],['call'],35.0577,135.7682,Mareca strepera,Gadwall,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,15:30,https://www.xeno-canto.org/463290,gadwal/XC463290.ogg,461427,4
gadwal,[],['flight call'],52.0612,5.371,Mareca strepera,Gadwall,Aat Schaftenaar,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,20:00,https://www.xeno-canto.org/464976,gadwal/XC464976.ogg,410880,0
gadwal,[],"['call', 'male']",69.598,18.823,Mareca strepera,Gadwall,Stein Ø. Nilsen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,08:30,https://www.xeno-canto.org/469884,gadwal/XC469884.ogg,89088,0
gadwal,[],['song'],59.204,18.0402,Mareca strepera,Gadwall,Teet Sirotkin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,21:45,https://www.xeno-canto.org/470564,gadwal/XC470564.ogg,152064,0
gadwal,[],['call'],37.1357,-7.6138,Mareca strepera,Gadwall,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,12:15,https://www.xeno-canto.org/474375,gadwal/XC474375.ogg,59904,1
gadwal,[],['call'],37.1357,-7.6138,Mareca strepera,Gadwall,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,12:16,https://www.xeno-canto.org/474376,gadwal/XC474376.ogg,120576,1
gadwal,[],['call'],37.1357,-7.6138,Mareca strepera,Gadwall,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,12:17,https://www.xeno-canto.org/474377,gadwal/XC474377.ogg,74496,4
gadwal,[],"['call', 'flight call', 'male']",69.598,18.823,Mareca strepera,Gadwall,Stein Ø. Nilsen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,18:00,https://www.xeno-canto.org/476092,gadwal/XC476092.ogg,834048,4
gadwal,[],"['alarm call', 'flight call']",56.7046,46.9121,Mareca strepera,Gadwall,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,13:00,https://www.xeno-canto.org/484631,gadwal/XC484631.ogg,815020,3
gadwal,[],['flight call'],52.1418,5.3724,Mareca strepera,Gadwall,Frank Pierik,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,22:24,https://www.xeno-canto.org/494842,gadwal/XC494842.ogg,267494,2
gadwal,[],['flight call'],51.8204,4.6369,Mareca strepera,Gadwall,Jan-Kees Bossenbroek,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,02:30,https://www.xeno-canto.org/496211,gadwal/XC496211.ogg,906112,0
gadwal,[],['nocturnal flight call'],52.5061,6.2538,Mareca strepera,Gadwall,Vincent Martens,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,06:13,https://www.xeno-canto.org/497856,gadwal/XC497856.ogg,776448,2
gadwal,[],['call'],50.8361,19.7207,Mareca strepera,Gadwall,Grzegorz Kaczorowski,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,10:00,https://www.xeno-canto.org/506453,gadwal/XC506453.ogg,418784,4
gadwal,['comwax'],['call'],37.1959,-7.5225,Mareca strepera,Gadwall,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,17:07,https://www.xeno-canto.org/508332,gadwal/XC508332.ogg,260352,1
gadwal,[],['call'],37.1959,-7.5225,Mareca strepera,Gadwall,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,17:09,https://www.xeno-canto.org/508338,gadwal/XC508338.ogg,82176,1
gadwal,[],"['Quack', 'call', 'male']",40.5874,-74.2621,Mareca strepera,Gadwall,William Whitehead,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,10:00,https://www.xeno-canto.org/511815,gadwal/XC511815.ogg,3372288,3
gadwal,[],"['adult', 'call', 'courtship call']",47.8901,10.9203,Mareca strepera,Gadwall,Beatrix Saadi-Varchmin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,12:49,https://www.xeno-canto.org/519580,gadwal/XC519580.ogg,150465,1
gadwal,[],['call'],35.956,-87.97,Mareca strepera,Gadwall,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2.5,2:00pm,https://www.xeno-canto.org/52464,gadwal/XC52464.ogg,2397414,2
gadwal,[],['flight call'],54.2056,9.1527,Mareca strepera,Gadwall,W. Agster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,21:00,https://www.xeno-canto.org/526312,gadwal/XC526312.ogg,672768,0
gadwal,[],['nocturnal flight call'],52.0612,5.371,Mareca strepera,Gadwall,Aat Schaftenaar,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,01:00,https://www.xeno-canto.org/526342,gadwal/XC526342.ogg,143616,3
gadwal,[],['call'],47.5899,108.3965,Mareca strepera,Gadwall,James Lidster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,09:00,https://www.xeno-canto.org/526837,gadwal/XC526837.ogg,513254,4
gadwal,[],"['call', 'nocturnal flight call']",51.9612,5.8104,Mareca strepera,Gadwall,James Lidster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,04:00,https://www.xeno-canto.org/528148,gadwal/XC528148.ogg,338547,4
gadwal,[],['call'],51.9612,5.8104,Mareca strepera,Gadwall,James Lidster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,05:30,https://www.xeno-canto.org/528486,gadwal/XC528486.ogg,177215,3
gadwal,[],"['call', 'flight call']",51.9612,5.8104,Mareca strepera,Gadwall,James Lidster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,03:00,https://www.xeno-canto.org/528649,gadwal/XC528649.ogg,465408,3
gadwal,[],['call'],45.5734,-122.6114,Mareca strepera,Gadwall,Thomas Magarian,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,15:31,https://www.xeno-canto.org/531306,gadwal/XC531306.ogg,552542,0
gadwal,['mallar3'],['call'],45.5734,-122.6114,Mareca strepera,Gadwall,Thomas Magarian,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,15:15,https://www.xeno-canto.org/531307,gadwal/XC531307.ogg,433842,4
gadwal,['mallar3'],['call'],45.5734,-122.6114,Mareca strepera,Gadwall,Thomas Magarian,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,15:16,https://www.xeno-canto.org/531308,gadwal/XC531308.ogg,2531161,2
gadwal,[],['call'],45.5734,-122.6114,Mareca strepera,Gadwall,Thomas Magarian,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,15:16,https://www.xeno-canto.org/531309,gadwal/XC531309.ogg,672914,1
gadwal,['ribgul'],"['adult', 'male', 'song']",39.9312,-104.769,Mareca strepera,Gadwall,Sue Riffe,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,14:15,https://www.xeno-canto.org/532031,gadwal/XC532031.ogg,1119744,0
gadwal,[],['call'],53.7598,-2.7394,Mareca strepera,Gadwall,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,20:40,https://www.xeno-canto.org/533879,gadwal/XC533879.ogg,489848,3
gadwal,[],['nocturnal flight call'],51.0246,3.7531,Mareca strepera,Gadwall,Elie Desmet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,03:56,https://www.xeno-canto.org/539308,gadwal/XC539308.ogg,1518848,2
gadwal,[],"['flight call', 'nocturnal flight call']",51.1715,-0.5644,Mareca strepera,Gadwall,Ed Stubbs,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,01:48,https://www.xeno-canto.org/540704,gadwal/XC540704.ogg,920346,0
gadwal,[],"['adult', 'female', 'male', 'nocturnal flight call']",54.0113,-0.3886,Mareca strepera,Gadwall,James Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,02:49,https://www.xeno-canto.org/544393,gadwal/XC544393.ogg,947904,0
gadwal,[],['nocturnal flight call'],52.5942,6.1046,Mareca strepera,Gadwall,jaap oosterhuis,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,04:00,https://www.xeno-canto.org/544427,gadwal/XC544427.ogg,103648,4
gadwal,[],['nocturnal flight call'],41.2243,1.7254,Mareca strepera,Gadwall,Sergi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1.0,23:52,https://www.xeno-canto.org/544809,gadwal/XC544809.ogg,848448,3
gadwal,[],"['flight call', 'nocturnal flight call']",51.056,-1.322,Mareca strepera,Gadwall,Tom Jordan,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,23:31,https://www.xeno-canto.org/545169,gadwal/XC545169.ogg,188896,0
gadwal,[],['flight call'],51.9517,4.9953,Mareca strepera,Gadwall,Albert Noorlander,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,09:45,https://www.xeno-canto.org/548010,gadwal/XC548010.ogg,208128,3
gadwal,[],['flight call'],51.9519,4.9986,Mareca strepera,Gadwall,Albert Noorlander,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,10:10,https://www.xeno-canto.org/548049,gadwal/XC548049.ogg,689632,1
gadwal,[],"['call', 'flight call', 'nocturnal flight call']",50.6054,2.9128,Mareca strepera,Gadwall,Christophe Legrand,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,00:40,https://www.xeno-canto.org/550007,gadwal/XC550007.ogg,590158,0
gadwal,[],"['adult', 'female', 'male', 'nocturnal flight call']",51.0928,4.0077,Mareca strepera,Gadwall,Tom Gheskiere,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,02:00,https://www.xeno-canto.org/550504,gadwal/XC550504.ogg,547584,0
gadwal,[],['nocturnal flight call'],37.2365,-7.4336,Mareca strepera,Gadwall,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,22:10,https://www.xeno-canto.org/551706,gadwal/XC551706.ogg,157440,1
gadwal,[],"['adult', 'flight call']",51.1404,4.992,Mareca strepera,Gadwall,Niels Van Doninck,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,10:10,https://www.xeno-canto.org/551736,gadwal/XC551736.ogg,82176,2
gadwal,[],['call'],50.4677,3.6887,Mareca strepera,Gadwall,Alain Malengreau,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,16:30,https://www.xeno-canto.org/552042,gadwal/XC552042.ogg,239904,1
gadwal,[],"['flight call', 'nocturnal flight call']",50.7542,4.5672,Mareca strepera,Gadwall,Frederik Fluyt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,05:00,https://www.xeno-canto.org/553491,gadwal/XC553491.ogg,1091709,0
gadwal,[],['call'],37.1357,-7.6138,Mareca strepera,Gadwall,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,20:12,https://www.xeno-canto.org/554099,gadwal/XC554099.ogg,420864,0
gadwal,['wiltur'],"['adult', 'call', 'female', 'male', 'song']",51.4273,23.1302,Mareca strepera,Gadwall,Jarek Matusiak,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,10:30,https://www.xeno-canto.org/554109,gadwal/XC554109.ogg,431616,3
gadwal,[],"['adult', 'male', 'song']",51.4273,23.1302,Mareca strepera,Gadwall,Jarek Matusiak,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,10:30,https://www.xeno-canto.org/554110,gadwal/XC554110.ogg,284928,0
gadwal,[],"['adult', 'flight call', 'male', 'song']",51.4273,23.1302,Mareca strepera,Gadwall,Jarek Matusiak,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,10:30,https://www.xeno-canto.org/554111,gadwal/XC554111.ogg,200448,1
gadwal,['wiltur'],"['adult', 'call', 'female', 'flight call', 'male', 'song']",51.4273,23.1302,Mareca strepera,Gadwall,Jarek Matusiak,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,10:30,https://www.xeno-canto.org/554114,gadwal/XC554114.ogg,2794752,4
gadwal,['wiltur'],"['adult', 'call', 'female', 'flight call', 'male', 'song']",51.4273,23.1302,Mareca strepera,Gadwall,Jarek Matusiak,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,10:30,https://www.xeno-canto.org/554188,gadwal/XC554188.ogg,170496,4
gadwal,[],"['call', 'flight call', 'nocturnal flight call']",52.3856,16.8739,Mareca strepera,Gadwall,Paweł Szymański,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,01:10,https://www.xeno-canto.org/557312,gadwal/XC557312.ogg,585216,2
gadwal,[],['nocturnal flight call'],51.3532,-0.1461,Mareca strepera,Gadwall,Arjun Dutta,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,00:44,https://www.xeno-canto.org/558320,gadwal/XC558320.ogg,1056576,2
gadwal,[],"['alarm call', 'call', 'female']",60.1967,25.1769,Mareca strepera,Gadwall,Hannu Varkki,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,06:30,https://www.xeno-canto.org/559124,gadwal/XC559124.ogg,1489607,2
